config.dataset.base.dir,config.dataset.name,config.vns.type,config.vns.neighborhood.size.max,config.vns.neighborhood.type,config.vns.skewedparam,config.localSearch.type,config.localSearch.neighborhood.type,config.localSearch.neighborhood.size.max,config.mesure.type,config.image.precision,config.stopping.type,config.stopping.iterations,config.stopping.limit
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,2,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,3,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,4,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,6,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,SkewedVNS,3,ImaginaryCentroid,0.01,VND,ClosestCluster,8,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindFirstImprovement,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,FindBestNeighbor ,ImaginaryCentroid,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,IntraInterDistances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,1,WithinClusterPairsOfPointDustances,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,Iterations,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsUnchanged,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsUnchanged,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.001
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,DistanceToCentroidSum,1,IterationsSmallImprovement,20,0.0005
datasets,glass,ReducedVNS,4,ImaginaryCentroid,0.1,VND,ClosestCluster,2,IntraInterDistances,1,Iterations,20,0.0001
